Month,Reported by,Falls within,Longitude,Latitude,Location,Crime type
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.620094,54.410786,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.071693,54.516788,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.928667,54.612809,On or near Upper Canning Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.718268,54.744047,On or near Quay Lane,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.596642,54.715514,On or near Willowcrest,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.675357,54.653171,On or near Newtownards Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.931465,54.585731,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.811662,54.855,On or near Victoria Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.903409,54.205913,On or near Greenhill Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.983574,54.667915,On or near Mayfield Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.887853,54.681046,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.32083,54.997442,On or near Magazine Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.752393,54.651054,On or near Millburn Close,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.233804,54.484208,On or near Castle Avenue,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.206745,54.715296,On or near Donegore Drive,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.98635,54.562604,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.046705,54.511284,On or near Bow Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.962178,54.606711,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.888077,54.219789,On or near Mourne Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.664019,54.33164,On or near Drumawill Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.757027,54.633736,On or near Riverside Drive,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.058134,54.506373,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.341859,54.166197,On or near Drumalane Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.196491,54.71836,On or near Rathglynn,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.935054,54.598569,On or near King Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.955547,54.595727,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.014793,54.692393,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.320642,55.010403,On or near Duncreggan Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.326892,55.008623,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.930439,54.592551,On or near Bankmore Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.922557,54.584464,On or near Ormeau Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.888655,54.59598,On or near Bloomfield Avenue,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.320592,54.997629,On or near Shipquay Place,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.924674,54.593944,On or near Cromac Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.826004,54.727869,On or near Prospect Heights,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.713773,54.331113,On or near Meadowlands,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.947645,54.610059,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.344383,55.001874,On or near Glenowen Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.343076,54.193205,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.608536,54.756259,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.32279,55.003489,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.658567,55.192805,On or near Glenmanus Village,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.461544,54.514843,On or near Fairview Gardens,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.353186,54.888296,On or near Main Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.233177,54.177239,On or near Chapel Hill Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.978981,54.625555,On or near Springvale Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.654925,54.348038,On or near Cathedral Close,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.65937,54.6474,On or near Bloomfield Road South,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.939714,55.038068,On or near Glengiven Avenue,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.015465,54.570201,On or near Suffolk Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.711618,55.188203,On or near Station Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.946133,54.588461,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.306765,54.381776,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.468597,54.273419,On or near Neills Villas,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.318966,54.495456,On or near Ecclesgrove,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.551118,54.094981,On or near Newry Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.97098,54.588763,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.792543,54.743104,On or near Kingsland Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.933651,54.595113,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.896791,54.499037,On or near Ballynahinch Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.924518,54.583626,On or near Penrose Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.951122,54.68561,On or near Carnmoney Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.203197,54.722197,On or near Tobergill Gardens,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.943048,55.040343,On or near Glenmill Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.126182,54.617807,On or near Dundrod Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.657444,54.647767,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.9336,54.5946,On or near Amelia Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.319963,54.996961,On or near Shipquay Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.627396,54.473399,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.943293,54.62853,On or near Inver Avenue,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.535198,54.707341,On or near Ashleigh Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.944349,54.585483,On or near Dunluce Avenue,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.330384,54.461152,On or near Moores Lane,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.885876,54.513699,On or near Killynure Gardens,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.67224,55.132525,On or near Queen Street,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,,,No Location,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.301561,54.994018,On or near Montgomery Close,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.212964,54.716799,On or near ,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.879989,54.607895,On or near Larkfield Drive,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.915002,54.543389,On or near Alderwood Close,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.619071,54.33174,On or near Blackstick Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-7.324833,54.998156,On or near Columbcille Court,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.003657,54.75203,On or near Doagh Road,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.695707,54.654764,On or near Lyndhurst Crescent,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.984981,54.593786,On or near Glenalina Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.943293,54.62853,On or near Inver Avenue,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-6.075847,54.527636,On or near Islandkelly Park,Anti-social behaviour
2022-02,Police Service of Northern Ireland,Police Service of Northern Ireland,-5.92439,54.60012,On or near Victoria Street,Anti-social behaviour
